SA2_CODE_2021,Buddhism_P,Christianity_Tot_P,Other_Religions_Tot_P,Hinduism_P,Islam_P,Judaism_P,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_P,Total_P_Ex,Buddhism_Percent,Christian_Percent,Other_Religions_Percent,Hinduism_Percent,Islam_Percent,Judaism_P,No_Religion_Percent,,,Tot_P
110011187,12,2584,15,0,4,0,1329,582,3945,0.30418251,65.50063371,0.380228137,0,0.10139417,0.10139417,33.68821293,,,4527
110011188,52,3136,35,0,16,6,2194,451,5443,0.955355502,57.61528569,0.643027742,0,0.293955539,0.293955539,40.30865332,,,5894
110011189,8,1936,11,0,0,0,831,355,2789,0.286841162,69.41556113,0.394406597,0,0,0,29.79562567,,,3144
110021190,38,4996,62,52,19,12,2600,1162,7769,0.489123439,64.3068606,0.798043506,0.669326812,0.24456172,0.24456172,33.46634058,,,8931
110021191,42,6919,29,44,24,8,3800,1191,10866,0.386526781,63.67568562,0.266887539,0.404932818,0.220872446,0.220872446,34.97147064,,,12057
110021192,19,2930,18,0,0,0,1482,744,4456,0.426391382,65.7540395,0.403949731,0,0,0,33.25852783,,,5200
110021193,14,3699,14,3,7,0,1413,584,5150,0.27184466,71.82524272,0.27184466,0.058252427,0.13592233,0.13592233,27.4368932,,,5734
110021194,52,3575,32,25,8,0,2304,812,5998,0.866955652,59.60320107,0.53351117,0.416805602,0.133377793,0.133377793,38.41280427,,,6810
110031195,51,4451,29,50,22,0,1760,1491,6354,0.802644004,70.05036198,0.456405414,0.786905886,0.34623859,0.34623859,27.69908719,,,7845
110031196,8,2694,38,0,8,0,1209,1394,3962,0.201918223,67.99596164,0.95911156,0,0.201918223,0.201918223,30.51489147,,,5356
110031197,30,4084,23,31,14,0,2139,578,6320,0.474683544,64.62025316,0.363924051,0.490506329,0.221518987,0.221518987,33.84493671,,,6898
110031198,6,2748,3,4,10,0,1156,696,3920,0.153061224,70.10204082,0.076530612,0.102040816,0.255102041,0.255102041,29.48979592,,,4616
110041199,37,5472,21,22,11,0,3253,929,8816,0.41969147,62.06896552,0.238203267,0.249546279,0.12477314,0.12477314,36.89882033,,,9745
110041200,14,2538,8,0,8,3,1277,519,3850,0.363636364,65.92207792,0.207792208,0,0.207792208,0.207792208,33.16883117,,,4369
110041201,20,4443,45,24,4,0,2058,956,6595,0.303260045,67.36921911,0.682335102,0.363912055,0.060652009,0.060652009,31.20545868,,,7551
110041202,167,12354,98,159,102,3,6878,1590,19770,0.844714213,62.48861912,0.495700556,0.804248862,0.515933232,0.515933232,34.79008599,,,21360
110041203,148,9329,184,318,179,4,5045,1310,15207,0.97323601,61.34674821,1.209969093,2.091142237,1.177089498,1.177089498,33.17551128,,,16517
110041204,33,2792,12,11,23,0,2310,811,5187,0.636205899,53.82687488,0.2313476,0.212068633,0.443416233,0.443416233,44.53441296,,,5998
110041205,51,11967,82,41,12,4,5525,1351,17687,0.288347374,67.65986318,0.463617346,0.231808673,0.067846441,0.067846441,31.23763216,,,19038
111011206,94,9281,72,61,56,10,7392,903,16961,0.554212605,54.71965096,0.424503272,0.359648606,0.330169212,0.330169212,43.58233595,,,17864
111011207,39,2784,14,15,7,0,2490,338,5342,0.730063647,52.11531262,0.26207413,0.28079371,0.131037065,0.131037065,46.6117559,,,5680
111011208,218,11513,106,151,80,18,11926,1239,24015,0.90776598,47.94087029,0.441390797,0.628773683,0.33312513,0.33312513,49.66062877,,,25254
111011209,178,11929,140,141,129,15,10874,1191,23397,0.760781297,50.98516904,0.598367312,0.602641364,0.551352738,0.551352738,46.47604394,,,24588
111011210,71,4505,45,47,37,0,4017,775,8729,0.813380685,51.60957727,0.515522969,0.538435101,0.423874442,0.423874442,46.01901707,,,9504
111011211,14,1960,4,9,4,0,1542,245,3540,0.395480226,55.36723164,0.11299435,0.254237288,0.11299435,0.11299435,43.55932203,,,3785
111011212,78,6572,21,30,26,10,5236,589,11970,0.651629073,54.90392648,0.175438596,0.250626566,0.217209691,0.217209691,43.74269006,,,12559
111011213,66,6525,43,56,27,25,5374,452,12116,0.544734236,53.8544074,0.354902608,0.462198745,0.222845824,0.222845824,44.35457247,,,12568
111011214,133,7658,75,121,74,6,5932,691,14003,0.949796472,54.68828108,0.535599514,0.86410055,0.528458188,0.528458188,42.36235092,,,14694
111021215,77,4870,46,39,17,8,4275,808,9327,0.825560202,52.21400236,0.493191809,0.418140881,0.182266538,0.182266538,45.83467353,,,10135
111021216,60,4942,26,24,15,5,4050,564,9127,0.657390161,54.14703627,0.28486907,0.262956064,0.16434754,0.16434754,44.37383587,,,9691
111021217,158,7893,85,332,260,4,6854,786,15589,1.013535185,50.6318558,0.54525627,2.129706845,1.66784271,1.66784271,43.96689974,,,16375
111021218,100,10127,61,50,60,7,6610,1121,17008,0.587958608,59.5425682,0.358654751,0.293979304,0.352775165,0.352775165,38.86406397,,,18129
111021219,121,6907,36,49,14,8,5999,838,13123,0.922045264,52.63278214,0.274327517,0.373390231,0.106682923,0.106682923,45.71363255,,,13961
111021220,71,4714,25,10,10,4,4102,535,8932,0.79489476,52.77653381,0.279892521,0.111957009,0.111957009,0.111957009,45.92476489,,,9467
111021221,44,3479,16,26,0,6,3334,342,6912,0.636574074,50.33275463,0.231481481,0.376157407,0,0,48.2349537,,,7254
111031222,151,7672,60,134,78,14,7763,725,15875,0.951181102,48.32755906,0.377952756,0.844094488,0.491338583,0.491338583,48.9007874,,,16600
111031223,68,4385,37,29,42,0,3513,485,8076,0.842000991,54.29668153,0.458147598,0.359088658,0.520059435,0.520059435,43.49925706,,,8561
111031224,154,5312,70,135,78,14,5995,1017,11755,1.310080817,45.18928116,0.59549128,1.148447469,0.663547427,0.663547427,50.99957465,,,12772
111031225,169,8433,54,193,196,18,7457,822,16521,1.0229405,51.04412566,0.326856728,1.168210157,1.186368864,1.186368864,45.13649295,,,17343
111031226,142,8134,124,373,481,5,6521,651,15778,0.899987324,51.55279503,0.785904424,2.364051211,3.048548612,3.048548612,41.32969958,,,16429
111031227,223,6568,76,106,169,17,7512,862,14664,1.520731042,44.78996181,0.51827605,0.722858702,1.15248227,1.15248227,51.22749591,,,15526
111031228,110,6737,34,71,31,31,6794,694,13812,0.79640892,48.7764263,0.246162757,0.514045757,0.224442514,0.224442514,49.18911092,,,14506
111031229,158,4636,64,132,127,28,6836,829,11976,1.319305277,38.71075484,0.534402138,1.102204409,1.060454242,1.060454242,57.08082832,,,12805
111031230,0,11,0,0,0,0,16,5,26,0,42.30769231,0,0,0,0,61.53846154,,,31
111031231,235,4609,112,266,821,4,5040,1500,11093,2.118453079,41.54872442,1.009645723,2.397908591,7.401063734,7.401063734,45.43405751,,,12593
111031232,60,4638,26,22,28,9,3458,593,8231,0.728951525,56.34795286,0.315878994,0.267282226,0.340177378,0.340177378,42.01190621,,,8824
111031233,182,10199,130,226,498,7,8563,1149,19809,0.918774295,51.48669797,0.656267353,1.140895553,2.514008784,2.514008784,43.22782574,,,20958
111031234,156,5458,68,134,255,7,5750,1052,11831,1.318569859,46.13304032,0.574761221,1.132617699,2.155354577,2.155354577,48.60113262,,,12883
111031235,88,2894,40,64,50,6,5493,524,8647,1.017693998,33.46825489,0.462588181,0.740141089,0.578235226,0.578235226,63.52492194,,,9171
112011236,189,9255,127,93,22,16,7375,1538,17091,1.105845182,54.15130771,0.743081154,0.544146042,0.12872272,0.12872272,43.15136622,,,18629
112011237,185,8871,100,45,25,30,7902,1174,17153,1.078528537,51.71690083,0.582988399,0.262344779,0.1457471,0.1457471,46.06774325,,,18327
112011238,102,1739,62,18,6,50,4055,935,6023,1.693508218,28.87265482,1.029387348,0.298854391,0.09961813,0.09961813,67.3252532,,,6958
112011239,194,2247,61,29,19,117,5514,990,8180,2.371638142,27.46943765,0.745721271,0.354523227,0.232273839,0.232273839,67.40831296,,,9170
112011240,235,2717,55,50,17,108,6511,1228,9686,2.426182119,28.05079496,0.567829858,0.516208961,0.175511047,0.175511047,67.22073095,,,10914
112011241,38,2685,33,20,4,0,2258,612,5031,0.755317034,53.36911151,0.655933214,0.397535281,0.079507056,0.079507056,44.88173325,,,5643
112011242,117,3869,31,15,17,24,4557,606,8630,1.355735805,44.83198146,0.359212051,0.173812283,0.196987254,0.196987254,52.80417149,,,9236
112011243,220,1762,139,42,19,152,5144,1417,7479,2.941569729,23.55929937,1.858537238,0.561572403,0.254044658,0.254044658,68.77924856,,,8896
112021244,48,6979,31,29,12,0,3906,1279,11019,0.435611217,63.3360559,0.281332244,0.263181777,0.108902804,0.108902804,35.44786278,,,12298
112021245,38,3849,41,3,12,3,2445,987,6394,0.594307163,60.19705974,0.64122615,0.046918987,0.187675946,0.187675946,38.23897404,,,7381
112021246,102,6983,200,49,76,7,5251,930,12661,0.805623568,55.15362136,1.579654056,0.387015244,0.600268541,0.600268541,41.47381723,,,13591
112021247,91,3371,54,29,3,7,3127,930,6681,1.362071546,50.45651849,0.808262236,0.434066756,0.044903458,0.044903458,46.8043706,,,7611
112021248,224,6184,155,82,52,17,7003,1509,13720,1.632653061,45.0728863,1.129737609,0.597667638,0.379008746,0.379008746,51.04227405,,,15229
112021249,215,6183,187,30,19,24,7333,1800,13986,1.537251537,44.20849421,1.337051337,0.214500215,0.135850136,0.135850136,52.43100243,,,15786
112031250,139,7278,54,46,11,18,6254,1014,13804,1.006954506,52.72384816,0.391190959,0.333236743,0.079687047,0.079687047,45.30570849,,,14818
112031251,93,4095,136,262,8,10,3947,959,8542,1.088738,47.9395926,1.59213299,3.067197378,0.093654882,0.093654882,46.20697729,,,9501
112031252,130,3705,125,134,9,17,4759,1476,8876,1.464623704,41.74177557,1.408292023,1.509689049,0.101397026,0.101397026,53.61649392,,,10352
112031253,143,5614,56,46,22,43,6904,1258,12828,1.114748987,43.76364203,0.436545058,0.358590583,0.171499844,0.171499844,53.81976925,,,14086
112031254,228,9601,133,115,28,27,8312,2122,18441,1.236375468,52.06333713,0.721219023,0.623610433,0.151835584,0.151835584,45.07347758,,,20563
112031550,127,8670,61,47,10,8,6252,1135,15185,0.836351663,57.09581824,0.401712216,0.30951597,0.065854462,0.065854462,41.17220942,,,16320
112031551,28,1666,33,12,0,7,1387,194,3130,0.89456869,53.22683706,1.054313099,0.383386581,0,0,44.31309904,,,3324
112031552,90,4471,82,60,21,4,3051,645,7778,1.157109797,57.48264335,1.054255593,0.771406531,0.269992286,0.269992286,39.22602211,,,8423
113011256,144,12303,854,1300,664,5,3740,1544,19025,0.756898817,64.66754271,4.488830486,6.833114323,3.490144547,3.490144547,19.65834428,,,20569
113011257,52,7728,187,104,107,10,2966,1599,11161,0.465908073,69.24110743,1.675477108,0.931816146,0.958695457,0.958695457,26.57467969,,,12760
113011258,51,6554,157,54,91,0,2583,838,9492,0.537294564,69.04761905,1.654024442,0.568900126,0.958702065,0.958702065,27.21238938,,,10330
113011259,29,3410,27,20,24,0,1762,629,5276,0.549658832,64.63229719,0.511751327,0.379075057,0.454890068,0.454890068,33.39651251,,,5905
113021260,15,1878,13,4,3,0,1149,454,3068,0.488917862,61.2125163,0.423728814,0.130378096,0.097783572,0.097783572,37.45110821,,,3522
113021261,36,4005,17,55,19,9,1928,595,6072,0.592885375,65.95849802,0.27997365,0.905797101,0.312911726,0.312911726,31.75230567,,,6667
113021262,39,2849,20,3,4,0,1345,481,4263,0.914848698,66.83087028,0.469153179,0.070372977,0.093830636,0.093830636,31.55055125,,,4744
113031263,32,4882,21,13,11,5,2131,603,7102,0.450577302,68.74119966,0.295691355,0.183047029,0.154885948,0.154885948,30.00563222,,,7705
113031264,8,2463,11,13,0,0,816,405,3310,0.241691843,74.41087613,0.332326284,0.392749245,0,0,24.65256798,,,3715
113031265,25,3581,17,10,24,0,1477,1209,5142,0.486192143,69.64216258,0.330610657,0.194476857,0.466744457,0.466744457,28.72423182,,,6351
113031266,27,4438,25,16,0,0,1668,424,6179,0.43696391,71.82391973,0.404596213,0.258941576,0,0,26.99465933,,,6603
113031267,101,10246,193,124,109,4,5277,859,16062,0.628813348,63.79031254,1.201593824,0.772008467,0.678620346,0.678620346,32.85394098,,,16921
113031268,57,3039,58,80,115,0,1888,365,5240,1.08778626,57.99618321,1.106870229,1.526717557,2.194656489,2.194656489,36.03053435,,,5605
113031269,121,13085,669,212,195,3,6848,1389,21133,0.572564236,61.9173804,3.165665074,1.003170397,0.922727488,0.922727488,32.4042966,,,22522
113031270,95,6278,261,190,189,3,3979,957,11005,0.86324398,57.04679691,2.37164925,1.72648796,1.717401181,1.717401181,36.15629259,,,11962
113031271,66,10544,71,155,50,6,5303,1590,16198,0.407457711,65.09445611,0.438325719,0.95690826,0.308680084,0.308680084,32.7386097,,,17788
114011272,36,4670,34,16,19,20,4079,617,8872,0.405770965,52.63751127,0.383228133,0.180342651,0.214156898,0.214156898,45.9761046,,,9489
114011273,12,1864,12,0,4,9,1515,218,3424,0.35046729,54.43925234,0.35046729,0,0.11682243,0.11682243,44.24649533,,,3642
114011274,38,2718,16,7,13,12,2025,277,4828,0.787075394,56.29660315,0.331400166,0.144987572,0.269262635,0.269262635,41.94283347,,,5105
114011275,0,27,0,0,0,0,28,3,59,0,45.76271186,0,0,0,0,47.45762712,,,62
114011276,57,2247,14,20,12,11,2191,293,4551,1.252471984,49.37376401,0.307624698,0.439463854,0.263678312,0.263678312,48.14326522,,,4844
114011277,117,7785,77,126,59,18,6821,1095,15003,0.779844031,51.88962208,0.513230687,0.839832034,0.393254682,0.393254682,45.46424049,,,16098
114011278,238,10047,180,283,105,15,8925,2787,19797,1.202202354,50.75011365,0.909228671,1.429509522,0.530383391,0.530383391,45.08258827,,,22584
114011279,88,7453,57,12,48,8,6454,1134,14125,0.62300885,52.76460177,0.403539823,0.084955752,0.339823009,0.339823009,45.6920354,,,15259
114011280,21,2532,18,14,10,0,1674,428,4266,0.492264416,59.35302391,0.421940928,0.328176278,0.234411627,0.234411627,39.24050633,,,4694
114011281,20,1699,17,0,13,0,1599,363,3345,0.597907324,50.7922272,0.508221226,0,0.388639761,0.388639761,47.80269058,,,3708
114011282,205,8353,52,43,23,19,7160,1167,15859,1.292641402,52.67040797,0.327889526,0.271139416,0.14502806,0.14502806,45.14786557,,,17026
114011283,57,2627,11,8,8,6,2616,487,5335,1.06841612,49.24086223,0.206185567,0.14995314,0.14995314,0.14995314,49.03467666,,,5822
114021284,104,7750,57,144,31,67,4589,888,12738,0.816454702,60.84157639,0.447479981,1.130475742,0.243366306,0.243366306,36.02606375,,,13626
114021285,35,3409,34,12,25,13,2563,303,6090,0.574712644,55.97701149,0.558292282,0.197044335,0.410509031,0.410509031,42.08538588,,,6393
114021286,143,5460,122,367,105,33,4057,648,10283,1.390644753,53.09734513,1.186424195,3.568997374,1.021102791,1.021102791,39.45346689,,,10931
114021287,127,5504,56,152,40,23,3966,786,9862,1.287771243,55.81018049,0.567836139,1.541269519,0.405597242,0.405597242,40.21496654,,,10648
114021288,26,2012,15,8,7,15,1467,280,3549,0.732600733,56.69202592,0.422654269,0.22541561,0.197238659,0.197238659,41.33558749,,,3829
114021289,58,3781,16,9,17,15,2795,547,6703,0.865284201,56.4075787,0.23869909,0.134268238,0.253617783,0.253617783,41.69774728,,,7250
115011290,824,11775,322,2032,995,35,7675,1070,23656,3.483260061,49.77595536,1.361176868,8.589786946,4.206121069,4.206121069,32.4442002,,,24726
115011291,748,10396,602,2399,904,19,5740,878,20805,3.595289594,49.96875751,2.893535208,11.530882,4.345109349,4.345109349,27.58952175,,,21683
115011294,55,4277,57,86,79,10,1607,188,6173,0.890976835,69.28559857,0.923375992,1.393163778,1.279766726,1.279766726,26.03272315,,,6361
115011296,585,6448,158,729,342,9,3983,427,12256,4.773172324,52.61096606,1.289164491,5.94810705,2.790469974,2.790469974,32.49836815,,,12683
115011553,239,3636,86,482,364,8,2518,332,7345,3.253914227,49.50306331,1.170864534,6.56228727,4.955752212,4.955752212,34.28182437,,,7677
115011554,214,2821,57,410,131,0,1518,522,5148,4.156954157,54.7979798,1.107226107,7.964257964,2.544677545,2.544677545,29.48717949,,,5670
115011555,417,6425,169,558,447,10,3668,494,11695,3.565626336,54.9380077,1.445061992,4.771269773,3.822146216,3.822146216,31.3638307,,,12189
115011556,412,4999,138,651,377,16,3363,456,9963,4.135300612,50.1756499,1.385124962,6.534176453,3.784000803,3.784000803,33.7548931,,,10419
115011557,243,2686,131,449,306,5,1230,133,5050,4.811881188,53.18811881,2.594059406,8.891089109,6.059405941,6.059405941,24.35643564,,,5183
115011558,968,8177,317,2117,559,22,6153,774,18308,5.287306096,44.66353507,1.731483504,11.56325104,3.053310028,3.053310028,33.60825868,,,19082
115011621,584,9945,356,1237,645,20,4387,536,17173,3.400687125,57.91067373,2.073021604,7.203167763,3.755895883,3.755895883,25.5459151,,,17709
115011622,405,5201,515,1539,630,11,2566,513,10862,3.728595102,47.88252624,4.741299945,14.16866139,5.800036826,5.800036826,23.62364205,,,11375
115021297,429,14161,206,345,284,21,5994,1035,21444,2.000559597,66.03711994,0.960641671,1.608841634,1.32437978,1.32437978,27.95187465,,,22479
115021298,34,3195,10,16,40,6,1840,290,5146,0.660707346,62.08705791,0.19432569,0.310921104,0.777302759,0.777302759,35.75592693,,,5436
115031299,43,1314,29,3,0,11,1114,343,2503,1.717938474,52.4970036,1.158609668,0.119856173,0,0,44.50659209,,,2846
115031300,82,12942,73,37,57,13,7971,979,21182,0.387121141,61.09904636,0.344632235,0.174676612,0.269096403,0.269096403,37.63100746,,,22161
115041301,44,7408,54,25,121,14,3190,560,10854,0.405380505,68.25133591,0.497512438,0.230329832,1.114796388,1.114796388,29.3900866,,,11414
115041623,172,5061,478,1392,730,3,2039,414,9873,1.742124987,51.26101489,4.841486883,14.09905804,7.393902563,7.393902563,20.65228401,,,10287
115041624,584,7662,578,1945,1521,20,4228,881,16520,3.535108959,46.38014528,3.498789346,11.77360775,9.207021792,9.207021792,25.59322034,,,17401
115041625,436,9682,320,1234,939,14,4437,520,17061,2.555536018,56.74931129,1.875622765,7.232870289,5.503780552,5.503780552,26.00668191,,,17581
116011303,315,6337,2039,2627,1189,3,3146,1375,15657,2.01187967,40.47390943,13.02292904,16.77843776,7.594047391,7.594047391,20.09324903,,,17032
116011304,358,9411,1826,2455,1286,9,3795,1444,19140,1.870428422,49.169279,9.540229885,12.82654127,6.718913271,6.718913271,19.82758621,,,20584
116011306,452,11983,1083,3304,1748,3,3301,1506,21878,2.066002377,54.77191699,4.950178261,15.10192888,7.989761404,7.989761404,15.08821647,,,23384
116011307,465,13536,552,1710,824,30,6570,1677,23696,1.962356516,57.12356516,2.32950709,7.216407833,3.477380149,3.477380149,27.72619851,,,25373
116011560,218,5751,894,1681,921,3,2343,837,11809,1.846049623,48.70014396,7.570497078,14.23490558,7.799136252,7.799136252,19.84079939,,,12646
116011561,307,8121,1195,2139,1307,3,2768,1298,15843,1.937764312,51.25923121,7.542763366,13.50123083,8.249700183,8.249700183,17.47143849,,,17141
116011626,419,7082,693,2344,879,14,2567,861,14005,2.991788647,50.56765441,4.948232774,16.73687969,6.276329882,6.276329882,18.32916815,,,14866
116011627,269,4604,433,3257,595,0,1747,671,10907,2.466306042,42.21142386,3.969927569,29.8615568,5.455212249,5.455212249,16.01723664,,,11578
116021309,576,6699,1861,2634,894,6,2682,487,15342,3.754399687,43.66445053,12.13010038,17.1685569,5.827141181,5.827141181,17.48142354,,,15829
116021562,75,1784,296,564,184,0,690,72,3596,2.085650723,49.61067853,8.231368187,15.68409344,5.11679644,5.11679644,19.18798665,,,3668
116021563,552,11206,1709,4044,1383,11,4631,1134,23536,2.345343304,47.61216859,7.261216859,17.18218899,5.876104691,5.876104691,19.67624065,,,24670
116021628,564,9475,1177,3480,1835,25,3696,806,20252,2.784910132,46.78550267,5.811771677,17.18348805,9.060833498,9.060833498,18.25004938,,,21058
116021629,314,6127,1279,3921,1140,0,1922,819,14705,2.13532812,41.66609997,8.697721863,26.66439986,7.752465148,7.752465148,13.07038422,,,15524
116021630,230,6630,432,1449,711,11,3441,945,12899,1.78308396,51.39933328,3.349096829,11.23342895,5.512055198,5.512055198,26.67648655,,,13844
116021631,235,4111,474,2514,578,0,1591,509,9502,2.473163545,43.26457588,4.98842349,26.45758788,6.082929909,6.082929909,16.7438434,,,10011
116021632,699,7934,1634,6696,2032,9,4667,1450,23680,2.951858108,33.50506757,6.900337838,28.27702703,8.581081081,8.581081081,19.70861486,,,25130
